Ambito;ISO3;Area;Producto;Codigo del year;Year;Unidad;Valor;Simbolo;Descripcion del Simbolo
Cobertura de la tierra;SAU;Arabia Saudita;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;SAU;Arabia Saudita;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;SAU;Arabia Saudita;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;SAU;Arabia Saudita;Pastizales;2020;2020;1000 ha;897.83;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Pastizales;2021;2021;1000 ha;1050.36;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Areas cubiertas por arboles;2020;2020;1000 ha;81.13;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Areas cubiertas por arboles;2021;2021;1000 ha;133.9;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Manglares;2020;2020;1000 ha;4.74;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Manglares;2021;2021;1000 ha;3.78;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Areas cubiertas por arbustos;2020;2020;1000 ha;1327.53;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Areas cubiertas por arbustos;2021;2021;1000 ha;1613.12;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;6.48;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;2.87;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;SAU;Arabia Saudita;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;SAU;Arabia Saudita;Tierras deserticas;2020;2020;1000 ha;188149.58;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Tierras deserticas;2021;2021;1000 ha;187315.15;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Cuerpos de aguas interiores;2020;2020;1000 ha;188.4;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Cuerpos de aguas interiores;2021;2021;1000 ha;191.93;E;Valor estimado
Cobertura de la tierra;SAU;Arabia Saudita;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;SAU;Arabia Saudita;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;IOT;Archipielago de Chagos;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;0.15;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;0.17;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Cultivos herbaceos;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Cultivos herbaceos;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;IOT;Archipielago de Chagos;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;IOT;Archipielago de Chagos;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;IOT;Archipielago de Chagos;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;IOT;Archipielago de Chagos;Pastizales;2020;2020;1000 ha;0.46;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Pastizales;2021;2021;1000 ha;0.52;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Areas cubiertas por arboles;2020;2020;1000 ha;0.57;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Areas cubiertas por arboles;2021;2021;1000 ha;2.29;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Areas cubiertas por arbustos;2020;2020;1000 ha;0.02;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Areas cubiertas por arbustos;2021;2021;1000 ha;0.06;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;0.31;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;0.25;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;IOT;Archipielago de Chagos;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;IOT;Archipielago de Chagos;Tierras deserticas;2020;2020;1000 ha;2.05;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Tierras deserticas;2021;2021;1000 ha;0.22;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Cuerpos de aguas interiores;2020;2020;1000 ha;1.48;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Cuerpos de aguas interiores;2021;2021;1000 ha;1.53;E;Valor estimado
Cobertura de la tierra;IOT;Archipielago de Chagos;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;IOT;Archipielago de Chagos;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DZA;Argelia;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;435.28;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;482.57;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Cultivos herbaceos;2020;2020;1000 ha;6552.1;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Cultivos herbaceos;2021;2021;1000 ha;6464.42;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DZA;Argelia;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DZA;Argelia;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DZA;Argelia;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DZA;Argelia;Pastizales;2020;2020;1000 ha;8364.71;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Pastizales;2021;2021;1000 ha;8335.34;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Areas cubiertas por arboles;2020;2020;1000 ha;1868.62;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Areas cubiertas por arboles;2021;2021;1000 ha;2263.87;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Areas cubiertas por arbustos;2020;2020;1000 ha;1465.34;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Areas cubiertas por arbustos;2021;2021;1000 ha;1213.18;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;74.34;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;41.1;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DZA;Argelia;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;DZA;Argelia;Tierras deserticas;2020;2020;1000 ha;212032.03;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Tierras deserticas;2021;2021;1000 ha;211995.84;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Cuerpos de aguas interiores;2020;2020;1000 ha;80.9;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Cuerpos de aguas interiores;2021;2021;1000 ha;77.01;E;Valor estimado
Cobertura de la tierra;DZA;Argelia;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;DZA;Argelia;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARG;Argentina;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;871.3;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;900.7;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Cultivos herbaceos;2020;2020;1000 ha;44601.32;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Cultivos herbaceos;2021;2021;1000 ha;46694.42;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARG;Argentina;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARG;Argentina;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARG;Argentina;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARG;Argentina;Pastizales;2020;2020;1000 ha;77465.77;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Pastizales;2021;2021;1000 ha;85771.8;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Areas cubiertas por arboles;2020;2020;1000 ha;35219.19;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Areas cubiertas por arboles;2021;2021;1000 ha;37994.78;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Areas cubiertas por arbustos;2020;2020;1000 ha;56365.17;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Areas cubiertas por arbustos;2021;2021;1000 ha;57903.39;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;4401.83;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;5495.34;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARG;Argentina;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARG;Argentina;Tierras deserticas;2020;2020;1000 ha;54926.97;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Tierras deserticas;2021;2021;1000 ha;39079.1;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Nieve permanente y glaciares;2020;2020;1000 ha;568.23;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Nieve permanente y glaciares;2021;2021;1000 ha;657.17;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Cuerpos de aguas interiores;2020;2020;1000 ha;3592.81;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Cuerpos de aguas interiores;2021;2021;1000 ha;3515.87;E;Valor estimado
Cobertura de la tierra;ARG;Argentina;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARG;Argentina;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARM;Armenia;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;59.11;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;68.31;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Cultivos herbaceos;2020;2020;1000 ha;308.76;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Cultivos herbaceos;2021;2021;1000 ha;339.26;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARM;Armenia;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARM;Armenia;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARM;Armenia;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARM;Armenia;Pastizales;2020;2020;1000 ha;1929.45;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Pastizales;2021;2021;1000 ha;1949.5;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Areas cubiertas por arboles;2020;2020;1000 ha;362.82;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Areas cubiertas por arboles;2021;2021;1000 ha;402.6;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Manglares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Manglares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Areas cubiertas por arbustos;2020;2020;1000 ha;3.74;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Areas cubiertas por arbustos;2021;2021;1000 ha;1.03;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;0.48;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;0.59;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARM;Armenia;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARM;Armenia;Tierras deserticas;2020;2020;1000 ha;159.87;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Tierras deserticas;2021;2021;1000 ha;63.05;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Nieve permanente y glaciares;2020;2020;1000 ha;0.01;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Nieve permanente y glaciares;2021;2021;1000 ha;0.05;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Cuerpos de aguas interiores;2020;2020;1000 ha;138.49;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Cuerpos de aguas interiores;2021;2021;1000 ha;138.33;E;Valor estimado
Cobertura de la tierra;ARM;Armenia;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ARM;Armenia;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ABW;Aruba;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;5.7;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;5.79;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Cultivos herbaceos;2020;2020;1000 ha;0.03;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Cultivos herbaceos;2021;2021;1000 ha;0.03;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ABW;Aruba;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ABW;Aruba;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ABW;Aruba;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ABW;Aruba;Pastizales;2020;2020;1000 ha;1.04;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Pastizales;2021;2021;1000 ha;1.68;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Areas cubiertas por arboles;2020;2020;1000 ha;0.46;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Areas cubiertas por arboles;2021;2021;1000 ha;1.34;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Manglares;2020;2020;1000 ha;0.03;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Manglares;2021;2021;1000 ha;0.04;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Areas cubiertas por arbustos;2020;2020;1000 ha;7.12;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Areas cubiertas por arbustos;2021;2021;1000 ha;7.61;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2020;2020;1000 ha;0.08;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Vegetacion arbustiva y/o herbacea, acuatica o periodicamente inundada;2021;2021;1000 ha;0.03;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Areas de vegetacion natural dispersa;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ABW;Aruba;Areas de vegetacion natural dispersa;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;ABW;Aruba;Tierras deserticas;2020;2020;1000 ha;2.97;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Tierras deserticas;2021;2021;1000 ha;0.91;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Nieve permanente y glaciares;2020;2020;1000 ha;0;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Nieve permanente y glaciares;2021;2021;1000 ha;0;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Cuerpos de aguas interiores;2020;2020;1000 ha;0.41;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Cuerpos de aguas interiores;2021;2021;1000 ha;0.41;E;Valor estimado
Cobertura de la tierra;ABW;Aruba;Cuerpos de agua costera y zonas intermareales;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;ABW;Aruba;Cuerpos de agua costera y zonas intermareales;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;AUS;Australia;Superficies artificiales (incluidas las zonas urbanas y conexas);2020;2020;1000 ha;945.39;E;Valor estimado
Cobertura de la tierra;AUS;Australia;Superficies artificiales (incluidas las zonas urbanas y conexas);2021;2021;1000 ha;1029.02;E;Valor estimado
Cobertura de la tierra;AUS;Australia;Cultivos herbaceos;2020;2020;1000 ha;35309.26;E;Valor estimado
Cobertura de la tierra;AUS;Australia;Cultivos herbaceos;2021;2021;1000 ha;36789.15;E;Valor estimado
Cobertura de la tierra;AUS;Australia;Cultivos madereros;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;AUS;Australia;Cultivos madereros;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;AUS;Australia;Cultivos multiples o estratificados;2020;2020;1000 ha;;O;Valor ausente
Cobertura de la tierra;AUS;Australia;Cultivos multiples o estratificados;2021;2021;1000 ha;;O;Valor ausente
Cobertura de la tierra;AUS;Australia;Pastizales;2020;2020;1000 ha;415525.02;E;Valor estimado
Cobertura de la tierra;AUS;Australia;Pastizales;2021;2021;1000 ha;400257.9;E;Valor estimado
Cobertura de la tierra;AUS;Australia;Areas cubiertas por arboles;2020;2020;1000 ha;138480.37;E;Valor estimado
Cobertura de la tierra;AUS;Australia;Areas cubiertas por arboles;2021;2021;1000 ha;152571.12;E;Valor estimado
Cobertura de la tierra;AUS;Australia;Manglares;2020;2020;1000 ha;1138.03;E;Valor estimado
Cobertura de la tierra;AUS;Australia;Manglares;2021;2021;1000 ha;1036.74;E;Valor estimado
Cobertura de la tierra;AUS;Australia;Areas cubiertas por arbustos;2020;2020;1000 ha;134409.03;E;Valor estimado
